id,Turno Carga,equipo_acarreo,operador_acarreo,material,flota_carguio,equipo_carguio,duracion_llegada,duracion_acarreo,duracion_descarga,duracion_viajando_vacio,tonelaje,efh_cargado_km,efh_vacio_km,distancia_cargado_km,distancia_vacia_km,velocidad_cargado,velocidad_vacio
1104319,A,Equipo_acarreo 14,Operador 14,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,498,38,466.2,275.0,4.15,4.66,3.6,3.54,26.16,33.35
1104320,A,Equipo_acarreo 1,Operador 1,Desmonte,Flota_carguio 2,Equipo_carguio 5,354,822,46,388.8,291.0,6.85,3.89,4.42,4.25,19.03,33.86
1104321,A,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 1,Equipo_carguio 6,2,386,34,438.0,271.0,3.22,4.38,3.41,3.26,31.97,31.87
1104322,A,Equipo_acarreo 21,Operador 21,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,87,278,58,211.8,281.0,2.32,2.12,1.99,2.12,25.76,29.59
1104323,A,Equipo_acarreo 15,Operador 15,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,51,520,32,408.0,280.0,4.33,4.08,3.56,4.21,24.75,37.3
1104324,A,Equipo_acarreo 25,Operador 25,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,94,316,38,238.2,291.0,2.63,2.38,1.8,1.92,20.32,29.05
1104325,A,Equipo_acarreo 20,Operador 20,Desmonte,Flota_carguio 1,Equipo_carguio 6,55,440,34,511.8,268.0,3.67,5.12,3.49,3.43,28.63,31.16
1104327,A,Equipo_acarreo 12,Operador 12,Desmonte,Flota_carguio 1,Equipo_carguio 6,210,398,36,273.0,293.0,3.32,2.73,3.37,3.25,30.54,30.68
1104328,A,Equipo_acarreo 9,Operador 9,Desmonte,Flota_carguio 2,Equipo_carguio 5,100,789,44,340.2,276.0,6.58,3.4,4.4,4.25,19.91,36.26
1104330,A,Equipo_acarreo 16,Operador 16,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,509,52,439.8,286.0,4.24,4.4,3.56,4.19,25.18,34.53
1104331,A,Equipo_acarreo 11,Operador 11,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,70,524,44,418.8,292.0,4.37,4.19,3.57,3.49,24.68,37.05
1104332,A,Equipo_acarreo 24,Operador 24,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,5,292,32,240.0,293.0,2.43,2.4,1.73,1.9,21.25,29.93
1104335,A,Equipo_acarreo 2,Operador 2,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,488,40,367.8,271.0,4.07,3.68,3.48,3.4,25.81,33.06
1104336,A,Equipo_acarreo 22,Operador 22,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,41,278,36,250.2,297.0,2.32,2.5,0.0,1.94,22.73,28.44
1104337,A,Equipo_acarreo 21,Operador 21,Desmonte,Flota_carguio 1,Equipo_carguio 6,197,340,40,319.8,288.0,2.83,3.2,3.34,3.25,35.49,36.16
1104338,A,Equipo_acarreo 14,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 2,64,254,32,226.2,284.0,2.12,2.26,1.83,1.84,25.83,29.91
1104339,A,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 2,Equipo_carguio 5,240,736,34,427.8,266.0,6.13,4.28,4.36,4.3,21.06,36.21
1104340,A,Equipo_acarreo 10,Operador 10,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,187,492,36,388.8,274.0,4.1,3.89,3.49,3.49,25.63,36.85
1104343,A,Equipo_acarreo 25,Operador 25,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,2,296,30,229.8,285.0,2.47,2.3,1.75,1.91,21.25,29.9
1104344,A,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 2,Equipo_carguio 5,80,730,30,333.0,285.0,6.08,3.33,4.49,4.26,21.73,36.2
1104345,A,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 1,Equipo_carguio 6,6,442,32,220.8,296.0,3.68,2.21,3.53,3.26,28.8,36.94
1104346,A,Equipo_acarreo 20,Operador 20,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,7,576,40,358.8,274.0,4.8,3.59,3.51,3.49,21.93,32.08
1104348,A,Equipo_acarreo 12,Operador 12,Desmonte,Flota_carguio 1,Equipo_carguio 4,42,250,38,366.0,276.0,2.08,3.66,1.22,1.24,17.31,33.22
1104349,A,Equipo_acarreo 1,Operador 1,Desmonte,Flota_carguio 1,Equipo_carguio 6,49,380,36,261.0,299.0,3.17,2.61,3.45,3.26,32.67,37.46
1104350,A,Equipo_acarreo 14,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,268,48,298.2,299.0,2.24,2.98,1.82,1.78,24.14,27.16
1104351,A,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 2,Equipo_carguio 5,417,706,36,334.20000000000005,274.0,5.88,3.34,4.33,4.26,21.78,37.95
1104352,A,Equipo_acarreo 24,Operador 24,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,8,348,36,202.2,279.0,2.9,2.02,1.75,1.89,21.57,34.33
1104353,A,Equipo_acarreo 2,Operador 2,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,24,528,40,372.0,277.0,4.4,3.72,3.53,3.41,24.14,32.74
1104354,A,Equipo_acarreo 9,Operador 9,Desmonte,Flota_carguio 1,Equipo_carguio 6,176,356,46,466.2,303.0,2.97,4.66,3.32,4.33,33.47,33.72
1104356,A,Equipo_acarreo 21,Operador 21,Desmonte,Flota_carguio 1,Equipo_carguio 4,90,168,40,364.8,261.0,1.4,3.65,1.24,1.24,26.21,31.84
1104357,A,Equipo_acarreo 18,Operador 18,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,27,528,46,289.20000000000005,284.0,4.4,2.89,3.58,3.49,24.51,38.41
1104358,A,Equipo_acarreo 6,Operador 6,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,269,554,36,346.2,284.0,4.62,3.46,3.55,3.39,23.46,35.05
1104359,A,Equipo_acarreo 22,Operador 22,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,7,448,34,256.8,290.0,3.73,2.57,1.75,0.93,21.01,25.55
1104360,A,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 2,Equipo_carguio 5,117,822,42,451.8,265.0,6.85,4.52,4.45,4.16,19.63,33.63
1104361,A,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 1,Equipo_carguio 4,198,194,48,394.2000000000001,280.0,1.62,3.94,1.24,1.24,22.49,30.88
1104362,A,Equipo_acarreo 4,Operador 4,Desmonte,Flota_carguio 1,Equipo_carguio 6,30,400,44,505.8,296.0,3.33,5.06,1.7,2.76,28.66,29.07
1104363,A,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 2,Equipo_carguio 5,20,782,34,415.8,288.0,6.52,4.16,4.49,3.16,20.3,34.07
1104364,A,Equipo_acarreo 1,Operador 1,Desmonte,Flota_carguio 1,Equipo_carguio 4,331,226,34,361.2,291.0,1.88,3.61,1.27,1.24,19.93,27.98
1104365,A,Equipo_acarreo 14,Operador 14,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,10,512,36,472.2,281.0,4.27,4.72,3.58,4.33,25.27,33.09
1104366,A,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 2,Equipo_carguio 2,43,202,30,256.2,280.0,1.68,2.56,1.79,1.82,31.98,30.23
1104368,A,Equipo_acarreo 20,Operador 20,Desmonte,Flota_carguio 1,Equipo_carguio 6,49,228,40,249.00000000000003,300.0,1.9,2.49,1.39,1.48,22.63,26.8
1104370,A,Equipo_acarreo 21,Operador 21,Desmonte,Flota_carguio 2,Equipo_carguio 5,72,796,50,424.2000000000001,289.0,6.63,4.24,4.39,4.22,19.53,35.91
1104371,A,Equipo_acarreo 25,Operador 25,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,6,296,30,729.0,294.0,2.47,7.29,1.75,3.99,21.17,29.74
1104372,A,Equipo_acarreo 2,Operador 2,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,10,558,44,355.79999999999995,282.0,4.65,3.56,3.54,3.22,23.06,32.38
1104373,A,Equipo_acarreo 9,Operador 9,Desmonte,Flota_carguio 2,Equipo_carguio 5,68,814,42,325.79999999999995,294.0,6.78,3.26,4.42,4.26,19.13,35.18
1104374,A,Equipo_acarreo 18,Operador 18,Desmonte,Flota_carguio 1,Equipo_carguio 6,31,240,34,196.8,298.0,2.0,1.97,1.44,1.48,21.57,29.01
1104376,A,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,882,58,370.2,294.0,7.35,3.7,4.42,4.21,18.26,40.85
1104377,A,Equipo_acarreo 6,Operador 6,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,18,482,30,433.8,271.0,4.02,4.34,3.49,4.19,26.15,35.84
1104378,A,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 1,Equipo_carguio 6,56,172,30,469.8,291.0,1.43,4.7,1.45,1.48,30.37,36.43
1104379,A,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 2,Equipo_carguio 5,36,770,32,853.2,265.0,6.42,8.53,4.48,2.78,20.55,29.01
1104380,A,Equipo_acarreo 24,Operador 24,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,8,292,32,214.2,285.0,2.43,2.14,1.7,1.89,20.92,31.95
1104381,A,Equipo_acarreo 20,Operador 20,Desmonte,Flota_carguio 2,Equipo_carguio 2,75,232,36,328.8,278.0,1.93,3.29,1.76,1.82,27.16,27.18
1104382,A,Equipo_acarreo 4,Operador 4,Desmonte,Flota_carguio 2,Equipo_carguio 5,182,766,36,450.0,282.0,6.38,4.5,2.91,1.54,19.03,26.63
1104383,A,Equipo_acarreo 14,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 5,4,774,48,414.0,290.0,6.45,4.14,4.42,3.5,20.15,36.07
1104384,A,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 2,Equipo_carguio 5,250,752,38,690.0,271.0,6.27,6.9,4.37,1.94,20.48,30.64
1104386,A,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 1,Equipo_carguio 6,6,206,28,622.8000000000001,294.0,1.72,6.23,1.4,4.85,24.36,31.12
1104387,A,Equipo_acarreo 18,Operador 18,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,45,528,34,679.2,296.0,4.4,6.79,3.53,5.05,24.13,27.25
1104388,A,Equipo_acarreo 1,Operador 1,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,202,464,36,462.0,282.0,3.87,4.62,3.52,4.23,27.42,33.58
1104389,A,Equipo_acarreo 2,Operador 2,Desmonte,Flota_carguio 1,Equipo_carguio 6,6,216,40,793.2,299.0,1.8,7.93,1.38,2.34,22.94,26.95
1104390,A,Equipo_acarreo 12,Operador 12,Desmonte,Flota_carguio 2,Equipo_carguio 5,20,782,42,697.8000000000001,285.0,6.52,6.98,4.38,4.26,19.67,32.06
1104391,A,Equipo_acarreo 22,Operador 22,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,6,268,36,210.0,295.0,2.23,2.1,1.67,1.63,22.87,28.11
1104392,A,Equipo_acarreo 21,Operador 21,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,6,708,36,721.8,276.0,5.9,7.22,3.76,3.69,18.64,26.36
1104394,A,Equipo_acarreo 20,Operador 20,Desmonte,Flota_carguio 1,Equipo_carguio 6,15,228,40,385.8,274.0,1.9,3.86,1.4,1.49,22.11,24.77
1104395,A,Equipo_acarreo 15,Operador 15,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,174,238,46,162.0,285.0,1.98,1.62,1.59,1.55,24.07,34.15
1104396,A,Equipo_acarreo 9,Operador 9,Desmonte,Flota_carguio 1,Equipo_carguio 6,318,176,40,328.2,296.0,1.47,3.28,1.35,1.45,27.45,25.0
1104397,A,Equipo_acarreo 5,Operador 5,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,8,276,42,582.0,287.0,2.3,5.82,1.68,4.51,23.35,28.1
1104399,A,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 2,Equipo_carguio 5,114,854,46,280.79999999999995,273.0,7.12,2.81,4.45,4.25,18.98,39.86
1104400,A,Equipo_acarreo 8,Operador 26,Desmonte,Flota_carguio 1,Equipo_carguio 6,237,366,36,388.2,286.0,3.05,3.88,3.6,3.22,35.41,35.96
1104401,A,Equipo_acarreo 13,Operador 13,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,140,292,50,688.2,288.0,2.43,6.88,2.01,3.12,24.92,22.7
1104402,A,Equipo_acarreo 3,Operador 27,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,6,694,34,367.8,279.0,5.78,3.68,3.73,3.69,18.87,33.86
1104403,A,Equipo_acarreo 4,Operador 4,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,110,300,40,361.2,287.0,2.5,3.61,1.75,2.13,23.24,28.44
1104405,A,Equipo_acarreo 14,Operador 14,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,306,272,38,387.0,279.0,2.27,3.87,2.02,2.12,26.96,28.07
1104406,A,Equipo_acarreo 1,Operador 1,Desmonte,Flota_carguio 2,Equipo_carguio 5,122,763,30,412.2,267.0,6.37,4.12,1.26,4.25,34.0,35.13
1104407,A,Equipo_acarreo 20,Operador 20,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,332,50,349.8,282.0,2.78,3.5,2.692938136174252,3.13,26.69,32.26
1104408,A,Equipo_acarreo 7,Operador 28,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,180,868,40,727.8000000000001,281.0,7.23,7.28,3.79,3.68,17.66,27.41
1104409,A,Equipo_acarreo 25,Operador 29,Desmonte,Flota_carguio 2,Equipo_carguio 5,240,868,38,372.0,269.0,7.23,3.72,4.45,3.28,17.99,33.27
1104411,A,Equipo_acarreo 17,Operador 17,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,284,250,42,598.8000000000001,276.0,2.08,5.99,0.74,2.12,23.88,26.41
1104412,A,Equipo_acarreo 24,Operador 24,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,2,310,34,793.8000000000001,287.0,2.58,7.94,1.8,1.82,20.74,24.91
1104414,A,Equipo_acarreo 9,Operador 9,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,330,476,40,532.8000000000001,298.0,3.97,5.33,2.78,2.83,20.92,25.43
1104415,A,Equipo_acarreo 10,Operador 31,Desmonte,Flota_carguio 1,Equipo_carguio 6,66,354,32,424.2000000000001,282.0,2.95,4.24,3.54,4.12,36.0,37.3
1104416,A,Equipo_acarreo 15,Operador 15,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,40,206,42,739.8,291.0,1.72,7.4,1.59,3.05,28.12,26.53
1104419,A,Equipo_acarreo 4,Operador 4,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,278,496,40,465.0,293.0,4.13,4.65,3.17,3.54,25.7,33.23
1104421,A,Equipo_acarreo 8,Operador 26,Desmonte,Flota_carguio 1,Equipo_carguio 6,10,388,34,456.0,282.0,3.23,4.56,3.52,4.14,33.61,34.77
1104422,A,Equipo_acarreo 20,Operador 20,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,312,812,56,310.79999999999995,297.0,6.77,3.11,3.81,3.7,16.47,34.25
1104423,A,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 1,Equipo_carguio 6,175,352,60,444.0,275.0,2.93,4.44,3.48,3.33,35.9,35.03
1104424,A,Equipo_acarreo 14,Operador 14,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,318,366,50,336.0,300.0,3.06,3.36,0.01,3.0,7.87,32.29
1104426,A,Equipo_acarreo 5,Operador 5,Desmonte,Flota_carguio 2,Equipo_carguio 5,250,1396,38,412.2,283.0,7.21,4.12,4.5,4.2,19.41,36.77
1104427,A,Equipo_acarreo 1,Operador 1,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,385,496,48,588.0,292.0,4.13,5.88,3.51,3.54,25.63,30.65
1104428,A,Equipo_acarreo 17,Operador 17,Desmonte,Flota_carguio 1,Equipo_carguio 6,27,332,46,271.8,282.0,2.77,2.72,3.39,2.22,36.73,36.48
1104429,A,Equipo_acarreo 10,Operador 31,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 1,256,252,54,523.8000000000001,306.0,2.1,5.24,1.66,3.09,23.96,29.18
1104431,A,Equipo_acarreo 25,Operador 29,Desmonte,Flota_carguio 1,Equipo_carguio 6,4,418,44,739.8,284.0,3.48,7.4,3.51,3.32,30.34,32.24
1104432,A,Equipo_acarreo 8,Operador 26,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,52,962,28,288.0,293.0,8.02,2.88,3.8,2.97,16.05,37.06
1104433,A,Equipo_acarreo 18,Operador 30,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,270,350,30,324.0,286.0,2.92,3.24,2.8,2.83,28.69,27.29
1104434,A,Equipo_acarreo 7,Operador 28,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 1,92,266,54,354.0,280.0,2.22,3.54,1.56,2.75,21.11,28.33
1104435,A,Equipo_acarreo 23,Operador 23,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,282,770,34,330.0,273.0,6.42,3.3,3.78,3.7,17.31,36.03
1104438,A,Equipo_acarreo 9,Operador 9,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,189,802,38,504.0,286.0,5.89,5.04,3.41,2.67,22.27,24.58
1104440,A,Equipo_acarreo 17,Operador 17,Desmonte,Flota_carguio 1,Equipo_carguio 4,1,252,46,354.0,288.0,2.1,3.54,2.43,3.49,34.74,35.44
1104441,A,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 1,Equipo_carguio 4,375,244,36,601.8,276.0,2.03,6.02,2.44,4.11,35.94,34.31
1104442,A,Equipo_acarreo 15,Operador 15,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,58,1280,40,808.2,272.0,8.99,8.08,4.47,3.7,21.97,27.72
1104443,A,Equipo_acarreo 13,Operador 13,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,102,1100,46,216.0,278.0,8.26,2.16,4.61,1.66,22.06,29.76
1104444,A,Equipo_acarreo 14,Operador 14,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,382,1262,52,496.2,268.0,8.71,4.96,4.67,3.73,20.1,27.6
1104445,A,Equipo_acarreo 3,Operador 27,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,234,468,32,343.8,295.0,3.9,3.44,3.54,2.19,27.34,27.4
1104446,A,Equipo_acarreo 20,Operador 20,Desmonte,Flota_carguio 1,Equipo_carguio 6,416,370,36,637.1999999999999,286.0,3.08,6.37,3.55,4.38,34.54,31.26
1104447,A,Equipo_acarreo 10,Operador 31,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,58,1104,40,163.8,283.0,7.48,1.64,3.68,1.63,15.67,36.01
1104448,A,Equipo_acarreo 1,Operador 1,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,6,1086,52,682.8000000000001,292.0,9.05,6.83,2.79,2.79,11.79,21.3
1104449,A,Equipo_acarreo 18,Operador 30,Desmonte,Flota_carguio 1,Equipo_carguio 6,170,360,30,312.0,290.0,3.0,3.12,3.56,3.22,35.62,37.21
1104451,A,Equipo_acarreo 17,Operador 17,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,356,50,276.0,287.0,2.97,2.76,2.76,2.73,27.8,35.39
1104452,A,Equipo_acarreo 8,Operador 26,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,8,472,38,625.2,298.0,3.93,6.25,3.51,3.54,26.92,30.43
1104453,A,Equipo_acarreo 5,Operador 5,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,2,914,36,409.2000000000001,283.0,7.62,4.09,3.85,3.29,15.33,30.39
1104454,A,Equipo_acarreo 23,Operador 23,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,108,506,42,337.2,294.0,4.22,3.37,3.56,3.54,25.36,37.28
1104456,A,Equipo_acarreo 12,Operador 12,Desmonte,Flota_carguio 1,Equipo_carguio 6,238,342,38,375.0,284.0,2.85,3.75,3.39,3.33,35.62,33.03
1104457,A,Equipo_acarreo 7,Operador 28,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,12,494,38,495.0,298.0,4.12,4.95,3.5,3.54,25.7,31.13
1104458,A,Equipo_acarreo 3,Operador 27,Desmonte,Flota_carguio 1,Equipo_carguio 4,7,240,40,387.0,280.0,2.0,3.87,2.31,3.52,34.7,32.86
1104460,A,Equipo_acarreo 4,Operador 25,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,40,932,40,226.2,294.0,7.77,2.26,2.83,3.68,14.82,25.11
1104462,A,Equipo_acarreo 21,Operador 18,Desmonte,Flota_carguio 1,Equipo_carguio 1,76,338,46,318.0,285.0,2.82,3.18,2.56,3.57,26.96,35.44
1104463,A,Equipo_acarreo 13,Operador 2,Desmonte,Flota_carguio 1,Equipo_carguio 4,10,270,34,430.2,269.0,2.25,4.3,2.43,2.92,32.32,30.42
1104464,A,Equipo_acarreo 19,Operador 19,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,468,28,594.0,289.0,3.9,5.94,3.45,3.87,26.62,32.49
1104465,A,Equipo_acarreo 18,Operador 30,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,344,44,346.8,294.0,2.87,3.47,3.56,3.53,37.31,37.08
1104466,A,Equipo_acarreo 20,Operador 21,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,462,36,453.0,287.0,3.85,4.53,3.51,3.54,27.43,37.12
1104467,A,Equipo_acarreo 10,Operador 31,Desmonte,Flota_carguio 1,Equipo_carguio 4,2,262,32,324.0,290.0,2.18,3.24,2.46,3.4,33.64,37.86
1104468,A,Equipo_acarreo 23,Operador 23,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,20,410,34,315.0,291.0,3.42,3.15,2.81,2.83,24.68,31.51
1104469,A,Equipo_acarreo 16,Operador 7,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,25,1106,48,432.0,290.0,9.22,4.32,3.92,3.96,13.87,32.99
1104471,A,Equipo_acarreo 22,Operador 22,Desmonte,Flota_carguio 1,Equipo_carguio 4,353,270,36,343.8,274.0,2.25,3.44,2.41,2.21,31.82,34.81
1104473,A,Equipo_acarreo 3,Operador 27,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,24,386,50,285.0,293.0,3.22,2.85,2.81,2.81,27.16,31.02
1104474,A,Equipo_acarreo 12,Operador 12,Desmonte,Flota_carguio 1,Equipo_carguio 6,3,414,42,415.8,284.0,3.45,4.16,3.49,3.33,30.52,36.78
1104475,A,Equipo_acarreo 14,Operador 10,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,26,968,34,505.8,277.0,8.07,5.06,3.84,3.75,15.75,30.46
1104476,A,Equipo_acarreo 17,Operador 17,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,68,458,36,361.8,277.0,3.82,3.62,3.47,3.54,27.38,37.42
1104477,A,Equipo_acarreo 7,Operador 28,Desmonte,Flota_carguio 1,Equipo_carguio 1,32,533,36,385.8,298.0,4.44,3.86,2.83,2.27,27.21,35.54
1104479,A,Equipo_acarreo 21,Operador 18,Desmonte,Flota_carguio 1,Equipo_carguio 6,105,414,38,490.2,293.0,3.45,4.9,3.51,3.33,30.58,32.19
1104480,A,Equipo_acarreo 13,Operador 2,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,4,510,38,247.8,295.0,4.25,2.48,3.49,3.53,24.76,31.99
1104481,A,Equipo_acarreo 1,Operador 6,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,73,418,34,405.0,288.0,3.48,4.05,2.78,2.81,24.01,28.61
1104482,A,Equipo_acarreo 5,Operador 5,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,8,854,30,495.0,271.0,7.12,4.95,4.02,4.32,16.67,34.19
1104483,A,Equipo_acarreo 4,Operador 25,Desmonte,Flota_carguio 1,Equipo_carguio 4,86,263,40,487.80000000000007,268.0,2.19,4.88,0.17,2.43,29.47,30.02
1104485,A,Equipo_acarreo 10,Operador 31,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,506,30,397.8,296.0,4.22,3.98,3.48,3.8,24.97,35.39
1104486,A,Equipo_acarreo 19,Operador 19,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,22,702,58,157.79999999999998,285.0,5.86,1.58,2.33,1.09,14.59,24.72
1104487,A,Equipo_acarreo 20,Operador 21,Desmonte,Flota_carguio 1,Equipo_carguio 6,82,342,32,349.8,303.0,2.85,3.5,3.46,3.47,36.44,35.67
1104488,A,Equipo_acarreo 25,Operador 29,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,247,962,36,886.1999999999999,295.0,8.02,8.86,4.03,5.29,14.84,32.27
1104489,A,Equipo_acarreo 23,Operador 23,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,19,368,36,327.0,277.0,3.07,3.27,2.68,2.81,26.17,32.11
1104491,A,Equipo_acarreo 11,Operador 24,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,102,828,38,301.8,283.0,6.9,3.02,3.78,3.69,15.95,35.06
1104492,A,Equipo_acarreo 12,Operador 12,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,224,654,40,348.0,270.0,5.45,3.48,3.71,3.69,19.97,34.1
1104493,A,Equipo_acarreo 9,Operador 3,Desmonte,Flota_carguio 1,Equipo_carguio 4,9,282,46,556.1999999999999,280.0,2.35,5.56,2.32,3.76,30.55,21.04
1104494,A,Equipo_acarreo 22,Operador 22,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,69,420,46,258.0,292.0,3.5,2.58,2.33,2.0,20.7,27.77
1104495,A,Equipo_acarreo 17,Operador 17,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,128,640,60,244.2,272.0,5.33,2.44,2.68,2.79,15.25,23.46
1104496,A,Equipo_acarreo 3,Operador 27,Desmonte,Flota_carguio 1,Equipo_carguio 6,413,344,32,510.0,283.0,2.87,5.1,3.46,3.9,36.26,36.44
1104497,A,Equipo_acarreo 13,Operador 2,Desmonte,Flota_carguio 1,Equipo_carguio 4,196,334,42,349.8,282.0,2.78,3.5,2.47,2.21,26.6,34.39
1104498,A,Equipo_acarreo 15,Operador 8,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,140,670,58,478.2,273.0,5.58,4.78,3.8,2.32,19.84,25.87
1104499,A,Equipo_acarreo 7,Operador 28,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,82,348,34,286.2,274.0,2.9,2.86,2.69,2.81,27.76,22.42
1104500,A,Equipo_acarreo 16,Operador 7,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,26,318,46,634.8,297.0,2.65,6.35,1.98,3.94,22.52,26.12
1104501,A,Equipo_acarreo 21,Operador 18,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 3,15,1048,40,532.8000000000001,287.0,8.73,5.33,4.07,3.97,13.64,29.44
1104503,A,Equipo_acarreo 4,Operador 25,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,1,732,32,340.2,284.0,6.1,3.4,2.93,3.69,17.34,30.96
